,"Unnamed: 0","ID","Tag","Name in English","Name in French","Name in Spanish","Countries","Country codes alpha 3","ISO639-3 codes","Degree of endangerment","Alternate names","Name in the language","Number of speakers","Sources","Latitude","Longitude","Official Language","Description of the location","Description","SearchTerm"
108,389,1448,"id1448","Crimean Tatar (Dobruja)","tatar de Crimée (Dobroudja)","tártaro crimeano (Dobruja)","Bulgaria, Romania","BGR, ROU","crh, jct","Severely endangered","крымскотатарский (ru)",,20000,,43.9414,28.3062,,"central and southern Dobruja around Biulbiul, Topraisar, Azaplar, Murfatlar, Castelu, Osmancea, Bairamdede, Romania, and adjacent areas in Bulgaria","Crimean Tatar (Crimean Tatar: Къырымтатарджа Qırımtatarca, Къырымтатар тили Qırımtatar tili), also called Crimean Turkish[1] or simply Crimean,[1] is a language spoken for centuries in Crimea. It is a Turkic language spoken in Crimea and the Crimean Tatar diasporas of Uzbekistan, Turkey, Romania and Bulgaria, as well as small communities in the United States and Canada.","Crimean Tatar language"
109,1460,671,"id671","Gagauz (Maritime)","gagaouze balkanique","gagauso (marítimo)","Bulgaria, Romania","BGR, ROU","bgx, gag","Severely endangered",,,400,"Wolfgang Schulze: Gagausisch. — Lexikon der Sprachen des europäischen Ostens. Herausgegeben von Miloš Okuka unter Mitwirkung von Gerald Krenn. Wieser Enzyklopädie des europäischen Ostens 10; Klagenfurt: Wieser, 2002. 781–786.",43.2932,27.9602,,"the coastal region to the north of, and inland from, Varna in Bulgaria, which represents the original Gagauz territory","The Gagauz language (Gagauz: Gagauz dili, Gagauzca) is a Turkic language spoken by the ethnic Gagauz people of Moldova, Ukraine, Russia, and Turkey, and it is the official language of the Autonomous Region of Gagauzia in Moldova. Gagauz belongs to the Oghuz branch of Turkic languages, alongside Azeri, Turkmen, Crimean Tatar, and Turkish. Gagauz has two dialects, Bulgar Gagauzi and Maritime Gagauzi.","Gagauz language"
110,2600,374,"id374","Judezmo (Europe)","judéo-espagnol  (Europe)","sefardí (Europa)","Albania, Algeria, Bosnia and Herzegovina, Bulgaria, Croatia, Greece, The former Yugoslav Republic of Macedonia, Morocco, Romania, Turkey, Serbia","ALB, DZA, BIH, BGR, HRV, GRC, MKD, MAR, ROU, TUR, SRB","lad","Severely endangered","Ladino; Judeo-Spanish; Sephardic; Haketía (local name in Morocco)",,,"Armin Hetzer: Sephardic. — Minor languages of Europe. Thomas Stolz (ed.). Bochum-Essener Beiträge zur Sprachwandelforschung 30, Bochum: Brockmeyer, 2001. | Muhamed Nezirović: Judenspanisch. — Lexikon der Sprachen des europäischen Ostens. Herausgegeben von Miloš Okuka unter Mitwirkung von Gerald Krenn. Wieser Enzyklopädie des europäischen Ostens 10; Klagenfurt: Wieser, 2002. 101–116.",41.2607,28.4985,,"traditionally Greece and Turkey, primarily in the historical provinces of Macedonia and Thrace, but also elsewhere in the Balkans, as well as Morocco, Ceuta, Melilla and Algeria in North Africa; now a few locations in Turkey, where largely concentrated in Istanbul (traditionally in the quarters of Balat and Hasköy), by probably less than 10,000 speakers; in Greece or elsewhere in the Balkans there are very few if any Judezmo speakers left after the Holocaust, and in North Africa the language is extinct","Judaeo-Spanish (also Judeo-Spanish and Judæo-Spanish: Judeo-Español, Hebrew script: גֿודֿיאו-איספאנייול, Cyrillic: Җудео-Еспаңол, with many variant spellings in all three scripts, as in the box at right), commonly referred to as Ladino, is a Romance language derived from Old Spanish. Originally spoken in the former territories of the Ottoman Empire (the Balkans, Turkey, the Middle East, and North Africa) as well as in France, Italy, Netherlands, Morocco, and the UK, today it is spoken mainly by Sephardic minorities in more than 30 countries, most of the speakers residing in Israel.","Judaeo-Spanish"
111,2643,391,"id391","Nogay (Dobruja)","nogaï (Dobroudja)","nogái (Dobruja)","Romania","ROU","nog","Severely endangered",,,,"Н. А. Баскаков: Ногайский язык. — Языки мира: Тюркские языки. Москва: Индрик, 1997. 328–335.",44.6491,27.8173,,"the town of Mihail Kogălniceanu (Karamurat) and the villages of Lumina (Kocali), Valea Dacilor (Hendekkarakuyusu) and Cobadin (Kubadin) in Dobruja; Nogay in the Crimea and Dobruja subsumed under Crimean Tatar [crh] by the SIL","Crimean Tatar (Crimean Tatar: Къырымтатарджа Qırımtatarca, Къырымтатар тили Qırımtatar tili), also called Crimean Turkish[1] or simply Crimean,[1] is a language spoken for centuries in Crimea. It is a Turkic language spoken in Crimea and the Crimean Tatar diasporas of Uzbekistan, Turkey, Romania and Bulgaria, as well as small communities in the United States and Canada.","Crimean Tatar language"
112,60,331,"id331","Aromanian","aroumain","arrumano","Albania, Bulgaria, Greece, The former Yugoslav Republic of Macedonia, Serbia","ALB, BGR, GRC, MKD, SRB","rup","Definitely endangered","Macedo-Romanian; Vlach; Tsintsar",,500000,"Petar Atanasov: Aromunisch. — Lexikon der Sprachen des europäischen Ostens. Herausgegeben von Miloš Okuka unter Mitwirkung von Gerald Krenn. Wieser Enzyklopädie des europäischen Ostens 10; Klagenfurt: Wieser, 2002. 77-82.
http://www.ethnologue.org/show_language.asp?code=rup
",40.2292,21.1376,,"Thessaly and Epirus in northern Greece; the central parts of Albania; several small pockets in the FYROM, Greece and Bulgaria; immigrant groups deriving from the eighteenth century in Serbia, especially between Niš and Kladovo; many Aromanian immigrants since the early twentieth century also in Romania","Aromanian (limba armãneascã, armãneshce, armãneashti, rrãmãneshti), also known as Macedo-Romanian or Vlach, is an Eastern Romance language spoken in Southeastern Europe. Its speakers are called Aromanians or Vlachs (a broader term and an exonym in widespread use to define Romance communities in the Balkans). Aromanian shares many features with modern Romanian, including similar morphology and syntax, as well as a large common vocabulary inherited from Latin.","Aromanian language"
113,233,1352,"id1352","Arvanitika","arvanitika","arvanitika","Greece","GRC","aat","Severely endangered","Arvanite Albanian","arbërisht",50000,"Bardhyl Demiraj: Arvanitisch. — Lexikon der Sprachen des europäischen Ostens. Herausgegeben von Miloš Okuka unter Mitwirkung von Gerald Krenn. Wieser Enzyklopädie des europäischen Ostens 10; Klagenfurt: Wieser, 2002. 71–72. Hans-Jürgen Sasse: Arvanitika: Die arvanitischen Sprachreste in Griechenland. Bd. 1. Wiesbaden: Harrassowitz, 1991.",38.1863,23.6096,,"rural areas in Attica, Boeotia (Voiotía), southern Euboea (Évvoia), northern Andros (Ándros), Corinthia, Argolis and a few smaller sections of Peloponnese and central Greece; an outlying dialect of (Tosk) Albanian","Arvanitika /ˌɑːrvəˈnɪtᵻkə/ (Arvanitika: αρbε̰ρίσ̈τ arbërisht; Greek: αρβανίτικα), also known as Arvanitic, is the variety of Albanian traditionally spoken by the Arvanites, a population group in Greece. Arvanitika is today an endangered form of speech, as its speakers have been shifting to the use of Greek and most younger members of the community no longer speak it.","Arvanitika"
114,725,388,"id388","Megleno-Romanian","mégléno-roumain","rumano meglenita","Greece, The former Yugoslav Republic of Macedonia","GRC, MKD","ruq","Severely endangered","Meglenitic",,5000,"Petar Atanasov: Meglenorumänisch. — Lexikon der Sprachen des europäischen Ostens. Herausgegeben von Miloš Okuka unter Mitwirkung von Gerald Krenn. Wieser Enzyklopädie des europäischen Ostens 10; Klagenfurt: Wieser, 2002. 127–131.",41.1042,22.2025,,"the Meglen (Μογλενά) region where the Vardar (Axios) River crosses the border between the FYROM and Greece; original villages Umă (Huma) in the FYROM, and Ľumniţă (Σκρά), Cupă (Κούπα), Oşiń (Άρχάγγελος), Birislăv (Περίκλεα), Lunḑiń (Λαγκαδιά), Ţărnareca (Κάρπι) and Nănti, Nǫnti (Νότια) in Greece; many have left the original area; further émigré communities in Romania and Turkey","Megleno-Romanian (known as Vlăhește by speakers, and Megleno-Romanian or Meglenitic and sometimes Moglenitic or Meglinitic by linguists) is a Romance language, similar to Aromanian and Romanian, or a dialect of the Romanian language. It is spoken by the Megleno-Romanians in a few villages in the Moglena region that spans the border between the Greek region of Macedonia and the Republic of Macedonia. It is also spoken by emigrants from these villages and their descendants in Romania and by a small Muslim group in Turkey.","Megleno Romanian language"
115,1557,417,"id417","Tsakonian","tsakonien","tsakoniano","Greece","GRC","tsd","Critically endangered","τσακωνικά (in Greek)",,300,,37.1712,22.7911,,"villages around Leonidio in the south of the area, and the villages of Kastanitsa and Sitena in the north; Propontis Tsakonian was spoken in the villages of Havoutsi and Vatka on the mouth of the Gönen river in northeastern Turkey, but the speakers were settled in Greece following the 1922 population exchanges, and Propontis Tsakonian became extinct in the 1970s","Tsakonian or Tsaconian (also Tzakonian or Tsakonic, Greek and Tsakonian: τσακώνικα) is a highly divergent modern variety of Greek, spoken in the Tsakonian region of the Peloponnese, Greece. Tsakonian derives from Doric Greek, being its only extant variant. Although it is conventionally treated as a dialect of Greek, some compendia treat it as a separate language.","Tsakonian language"
116,2560,2185,"id2185","Cappadocian Greek (Greece)","grec cappadocien (Grèce)","griego capadocio (Grecia)","Greece","GRC","cpg","Critically endangered",,,,"https://biblio.ugent.be/input/download?func=downloadFile&fileOId=762891&recordOId=741991",40.9798,24.104,,"originally in central Turkey, where now extinct, cf. Cappadocian Greek (Turkey); Cappadocian Greek was thought to be extinct in Greece as well until Mark Janse and Dimitris Papazachariou discovered speakers in 2005; an outlying dialect of Greek","Cappadocian, also known as Cappadocian Greek or Asia Minor Greek, is a mixed language formerly spoken in Cappadocia (Central Turkey). In the population exchange between Greece and Turkey in the 1920s, all Cappadocian Greeks were forced to emigrate to Greece, where they were resettled in various locations, especially in Central and Northern Greece. The Cappadocians rapidly shifted to Standard Modern Greek and their language was thought to be extinct since the 1960s.","Cappadocian Greek"
117,2570,367,"id367","Corfiot Italkian","italkien de Corfou","italkiano de Corfú","Greece","GRC",,"Critically endangered","Corfiote Italkian; Judeo-Italian",,,,39.5908,19.8591,,"Corfu; an outlying dialect of Venetan not listed at all by the SIL","Judeo-Italian, also referred to as Italkian is an endangered Jewish language, with only about 200 speakers in Italy and 250 total speakers today. The language consists of a group of Italian dialects. Some words consist of Italian prefixes and suffixes added to Hebrew words as well as Aramaic roots.","Judeo-Italian languages"
118,2586,673,"id673","Gagauz (South Balkans)","gagaouze (Balkans du sud)","gagauso (sur de los Balcanes)","Greece, The former Yugoslav Republic of Macedonia, Turkey","GRC, MKD, TUR","bgx, gag","Severely endangered",,,,"Wolfgang Schulze: Gagausisch. — Lexikon der Sprachen des europäischen Ostens. Herausgegeben von Miloš Okuka unter Mitwirkung von Gerald Krenn. Wieser Enzyklopädie des europäischen Ostens 10; Klagenfurt: Wieser, 2002. 781–786.",41.4633,22.6977,,"Strumica in southeastern part of the FYROM; the region of Evros in northeastern Greece; Surguch in the region of Edirne (Adrianople) in Turkey","Balkan Gagauz Turkish, also known as Balkan Turkic, is a Turkic language spoken in European Turkey, in Dulovo and the Deliorman area in Bulgaria, and in the Kumanovo and Bitola areas of the Republic of Macedonia.[3] Dialects include Gajal, Gerlovo Turk, Karamanli, Kyzylbash, Surguch, Tozluk Turk, Yuruk, and Macedonian Gagauz. This is a different language from Gagauz[3] and Turkish.","Balkan Gagauz Turkish"
119,2585,354,"id354","Gagauz (Deli Orman)","gagaouze (Deli Orman)","gagauso  (Deli Orman)","Bulgaria","BGR","bgx, gag","Critically endangered","Gajal (local name)",,,"Wolfgang Schulze: Gagausisch. — Lexikon der Sprachen des europäischen Ostens. Herausgegeben von Miloš Okuka unter Mitwirkung von Gerald Krenn. Wieser Enzyklopädie des europäischen Ostens 10; Klagenfurt: Wieser, 2002. 781–786.",43.5963,26.8286,,"the region of Deli Orman in Bulgaria","The Gagauz language (Gagauz: Gagauz dili, Gagauzca) is a Turkic language spoken by the ethnic Gagauz people of Moldova, Ukraine, Russia, and Turkey, and it is the official language of the Autonomous Region of Gagauzia in Moldova. Gagauz belongs to the Oghuz branch of Turkic languages, alongside Azeri, Turkmen, Crimean Tatar, and Turkish. Gagauz has two dialects, Bulgar Gagauzi and Maritime Gagauzi. Gagauz is a distinct language from Balkan Gagauz Turkish.","Gagauz language"
120,316,1350,"id1350","Burgenland Croatian","croate du Burgenland","serbocroata de Burgenland","Austria, Hungary, Slovakia","AUT, HUN, SVK","bos, hrv, srp","Definitely endangered",,,30000,"Siegfried Tornow: Burgenlandkroatisch. — Lexikon der Sprachen des europäischen Ostens. Herausgegeben von Miloš Okuka unter Mitwirkung von Gerald Krenn. Wieser Enzyklopädie des europäischen Ostens 10; Klagenfurt: Wieser, 2002. 235–245.",47.8435,16.5179,,"Burgenland, Austria: 65 settlements; Győr-Moson-Sopron and Vas counties, Hungary: 14 settlements; Bratislava district, Slovakia: 5 settlements; an outlying dialect of Serbo-Croat not listed separately by the SIL","Burgenland Croatian (gradišćanskohrvatski jezik) is a regional variety of the Chakavian dialect of the Croatian language spoken in Austria, Hungary, the Czech Republic and Slovakia. Burgenland Croatian is recognized as a minority language in the Austrian state of Burgenland where it is spoken by 19,412 people according to official reports (2001). Many of the Burgenland Croatian speakers in Austria also live in Vienna and Graz, due to the process of urbanization, which is mostly driven by the poor economic situation of large parts of Burgenland.","Burgenland Croatian"
121,2328,1609,"id1609","Cuman",,,"Hungary","HUN",,"Extinct",,,0,,46.5815,19.6765,,"the region of Cumania in Hungary; earlier spread over a large area of Eastern Europe","Cuman (Kuman) was a Kipchak Turkic language spoken by the Cumans (Polovtsy, Folban, Vallany, Kun) and Kipchaks; the language was similar to the today's various languages of the Kipchak-Cuman branch. The Kipchak language/Cuman is documented in medieval works, including the Codex Cumanicus, and it was a literary language in the Central and Eastern Europe that left a rich literary inheritance. The language became the main language (lingua franca) of the Golden Horde.","Cuman language"
122,335,421,"id421","Vojvodina Rusyn","ruthène de Voïvodine","rutenio de Voivodina","Croatia, Serbia","HRV, SRB",,"Definitely endangered","Pannonian Rusyn",,30000,"Marc Stegherr: Rusinisch. — Lexikon der Sprachen des europäischen Ostens. Herausgegeben von Miloš Okuka unter Mitwirkung von Gerald Krenn. Wieser Enzyklopädie des europäischen Ostens 10; Klagenfurt: Wieser, 2002. 399–408.",45.6351,19.1903,,"the Bačka region in Vojvodina Province in Serbia and cross-border areas in Croatia; incorrectly subsumed under Rusyn [rue] by the SIL","Pannonian Rusyn (руски язик or руска бешеда) or simply Rusyn (or Ruthenian) is the language of the Pannonian Rusyns, in north-western Serbia (Bačka region) and eastern Croatia. Before the re-establishment of independent Serbian and Croatian states, in the 1990s, the area was part of the former federation of Yugoslavia. Pannonian Rusyn is one of the official languages of the Serbian Autonomous Province of Vojvodina.","Pannonian Rusyn language"
123,2528,1601,"id1601","Yola",,,"Ireland","IRL",,"Extinct","Fingalian (dialect)",,0,"D. Ó Muirthe & T. P. Dolan: The dialect of Forth and Bargy. Dublin: Four Courts Press, 1996.",52.2266,-6.4846,,"the baronies of Forth and Bargy in County Wexford; Fingalian in Fingal in County Dublin; an outlying dialect of English","The Forth and Bargy dialect, also known as Yola, is an extinct variety of English once spoken in the baronies of Forth and Bargy in County Wexford, Ireland. It is thought to have evolved from Middle English, which was brought to Ireland during the Norman invasion, beginning in 1169. As such, it was similar to the Fingallian dialect of the Fingal area.","Forth and Bargy dialect"
124,1899,379,"id379","Karaim (Lithuania)","karaïm (Lituanie)","karaím (Lituania)","Lithuania","LTU","kdr","Severely endangered",,,50,"Éva Ágnes Csató: Karaim. — Minor languages of Europe. Thomas Stolz (ed.). Bochum-Essener Beiträge zur Sprachwandelforschung 30, Bochum: Brockmeyer, 2001.",54.642,24.9499,,"Trakai (Troki) region","The Karaim language (Crimean dialect: къарай тили, Trakai dialect: karaj tili, Turkish dialect: karay dili, traditional Hebrew name lashon kedar לשון קדר ""language of the nomads"") is a Turkic language with Hebrew influences, in a similar manner to Yiddish or Ladino. It is spoken by only a few dozen Karaims (Qrimqaraylar) in Lithuania, Poland and Crimea and Galicia in Ukraine. The three main dialects are those of Crimea, Trakai-Vilnius and Lutsk-Halych all of which are critically endangered.","Karaim language"
125,141,376,"id376","Latgalian","latgalien","letón","Latvia, Russian Federation","LVA, RUS","lav","Vulnerable",,,150000,,56.1822,27.1362,,"eastern Latvia and cross-border areas in the Russian Federation; a regional language not recognized by the SIL","Latgalian is spoken in Latgale, the eastern part of Latvia. It is debated whether it is a separate language or a dialect of Latvian. Its standardized form is recognized and protected as a variety of the Latvian language by Latvian law.","Latgalian language"
126,2398,1354,"id1354","Krevin",,,"Latvia","LVA",,"Extinct","Krevinian",,0,"Eberhard Winkler: Krewinisch. — Lexikon der Sprachen des europäischen Ostens. Herausgegeben von Miloš Okuka unter Mitwirkung von Gerald Krenn. Wieser Enzyklopädie des europäischen Ostens 10; Klagenfurt: Wieser, 2002. 955.",56.35,24.2907,,"around and to the south-east of Bauska in Semigallia; an extinct outlying dialect of Vote","Krevinian, or Krevin, is an extinct dialect of the Votic language, spoken in Latvia until the 1800s.","Krevinian dialect"
127,2616,380,"id380","Livonian","live","livón","Latvia","LVA","liv","Critically endangered","līvõ kēļ; lībiešu valoda","rānda kēļ",,"Christopher Moseley: Livonian. Languages of the world: Materials 144; Muenchen: LINCOM EUROPA, 2002.",57.6101,22.2802,,"the northern coast of Curonia in the northwest; formerly also the historical province of Livonia east of the Gulf of Riga","Livonian (Latvian: līvõ kēļ or rāndakēļ) is a Finnic language. It is a dormant language, with its last native speaker having died in 2013. It is closely related to Estonian.","Livonian language"
128,1372,1514,"id1514","Arbanasi","arbanasi","arbanasi","Croatia","HRV",,"Severely endangered",,,500,"August Kovačec: Arbanasi-Albanisch. — Lexikon der Sprachen des europäischen Ostens. Herausgegeben von Miloš Okuka unter Mitwirkung von Gerald Krenn. Wieser Enzyklopädie des europäischen Ostens 10; Klagenfurt: Wieser, 2002. 67–70.",44.0994,15.2545,,"Arbanasi in Zadar (Zara); an outlying dialect of (Gheg) Albanian not listed at all by the SIL","Arbanasi is a community in the Zadar region, Croatia, of Albanian origin, who traditionally speak a dialect of Gheg Albanian. Their name means Albanians in Croatian and is the toponymy of the first Arbanasi settlement in the region, which today is a suburb of Zadar. In Albanian literature, they are known as ""Albanians of Zadar"" (Arbëreshët e Zarës).","Arbanasi people"
129,1464,363,"id363","Istriot","istriot","istriano","Croatia","HRV","ist","Severely endangered",,,400,"Goran Filipi: Istriotisch. — Lexikon der Sprachen des europäischen Ostens. Herausgegeben von Miloš Okuka unter Mitwirkung von Gerald Krenn. Wieser Enzyklopädie des europäischen Ostens 10; Klagenfurt: Wieser, 2002. 87–89.",45.0541,13.7246,,"the towns of Rovinj (Rovigno), Vodnjan (Dignano), Bale (Valle), Fažana (Fasana), Galižana (Gallesano) and Šišan (Sissano) in the southwest of the Istrian peninsula","Istriot is a Romance language spoken by about 400 people in the southwestern part of the Istrian Peninsula in Croatia, particularly in Rovinj and Vodnjan. It should not be confused with the Istrian dialect of the Venetian language.","Istriot language"
130,1535,364,"id364","Istro-Romanian","istro-roumain","istro-rumano","Croatia","HRV","ruo","Severely endangered","Istrio-Romanian",,300,"Goran Filipi: Istrorumänisch. — Lexikon der Sprachen des europäischen Ostens. Herausgegeben von Miloš Okuka unter Mitwirkung von Gerald Krenn. Wieser Enzyklopädie des europäischen Ostens 10; Klagenfurt: Wieser, 2002. 91–96.",45.3907,14.436,,"the village of Žejane to the north of Učka mountain and a few villages, notably Sušnjevica, to the south of it in Kršan municipality, in the northeast of the Istrian peninsula","Istro-Romanian is an Eastern Romance language spoken today in a few villages and hamlets in the peninsula of Istria, on the northern part of the Adriatic Sea, in Croatia as well as in other countries around the world where the Istro-Romanian people settled after the two world wars, most notably in Italy, the United States, Canada, Argentina, Australia, Sweden, Germany, and other countries. Before the 20th century, Istro-Romanian was spoken in a substantially broader part of northeastern Istria surrounding the Ćićarija mountain range (ancient Mons Carusadius). Its remaining speakers call themselves Vlahi (originally a name given to them by ethnic Croats), as well as Rumunski, Rumeni, Rumeri, Rumunji, Ćići and Ćiribiri.","Istro Romanian language"
131,2330,345,"id345","Dalmatian","dalmate","dálmata","Croatia","HRV","dlm","Extinct",,,0,"Žarko Muljačić: Dalmatisch. — Lexikon der Sprachen des europäischen Ostens. Herausgegeben von Miloš Okuka unter Mitwirkung von Gerald Krenn. Wieser Enzyklopädie des europäischen Ostens 10; Klagenfurt: Wieser, 2002. 947–950.",45.0599,14.5719,,"Krk (Veglia) on the coast of Dalmatia; earlier also Zadar (Zara) and Dubrovnik (Ragusa)","Dalmatian /dælˈmeɪʃⁱən/ or Dalmatic /dælˈmætɪk/ was a Romance language spoken in the Dalmatia region of Croatia, and as far south as Kotor in Montenegro. The name refers to a tribe of the Illyrian linguistic group, Dalmatae. The Ragusan dialect of Dalmatian was the official language of the Republic of Ragusa, though in later times Venetian (representing the Romance language population), then Serbo-Croatian (for the Slavophone population) came to supersede it.","Dalmatian language"
132,246,422,"id422","Võro-Seto","võro-seto","vorû setu","Estonia, Russian Federation","EST, RUS","est","Definitely endangered",,,50000,,57.8096,27.29,,"the southeastern corner of Estonia; Pechory County in the west of Pskov Province in the Russian Federation; a regional language not recognized by the SIL","South Estonian is spoken in South-Eastern Estonia, encompassing the Tartu, Mulgi, Võro and Seto varieties. There is no academic consensus on its status, as some linguists consider South Estonian a dialect of Estonian whereas other linguists consider South Estonian an independent Finnic language. South Estonian is largely mutually intelligible with modern standard Estonian, although diachronically North and South Estonian are separate branches of the Finnic languages.","South Estonian"
133,87,426,"id426","West Frisian","frison occidental","frisón occidental","Netherlands","NLD","fry","Vulnerable",,,350000,"Pieter Meijes Tiersma, 1985. Frisian Reference Grammar. Foris Publications, Dordrecht-Holland/Cinnaminson – USA. 
Streektaal.net http://taal.phileon.nl/index.php",53.1006,5.6579,,"the province of Friesland and the western parts of the province of Groningen","West Frisian, or simply Frisian (Frysk; Dutch: Fries [ˈfris]) is a West Germanic language spoken mostly in the province of Friesland (Fryslân) in the north of the Netherlands, mostly by those of Frisian ancestry. It is the most widely spoken of the three Frisian languages.","West Frisian language"
134,293,406,"id406","Romansh","romanche","romanche","Switzerland","CHE","roh","Definitely endangered",,,35095,,46.5777,9.6954,,"mainly in Surselva, Seumeir and Unterengadin regions in Graubünden (Grischun)","Romansh (also spelled Romansch, Rumantsch, or Romanche; Romansh:  rumantsch , rumàntsch,  romauntsch  or  romontsch ) is a Romance language spoken predominantly in the southeastern Swiss canton of Grisons (Graubünden), where it has official status alongside German and Italian and is used as the medium of instruction in schools in Romansh-speaking areas. Romansh has also been recognized as a national language of Switzerland since 1938 and as an official language along with German, French and Italian since 1996. It is sometimes grouped with Ladin and Friulian as a Rhaeto-Romance language, though this is disputed.","Romansh language"
135,91,1064,"id1064","Adyge","adyguéen","adiga","Iraq, Israel, Jordan, The former Yugoslav Republic of Macedonia, Russian Federation, Syrian Arab Republic, Turkey","IRQ, ISR, JOR, MKD, RUS, SYR, TUR","ady","Vulnerable","Adyghe; Western Circassian",,300000,"Wolfgang Schulze: Tscherkessisch. — Lexikon der Sprachen des europäischen Ostens. Herausgegeben von Miloš Okuka unter Mitwirkung von Gerald Krenn. Wieser Enzyklopädie des europäischen Ostens 10; Klagenfurt: Wieser, 2002. 883–890.",44.9181,39.7485,,"the Republic of Adygea and adjacent regions in the Russian Federation and many diaspora communities in Turkey, the Middle East and Western Europe","Adyghe (/ˈædᵻɡeɪ/ or /ˌɑːdᵻˈɡeɪ/; Adyghe: Адыгабзэ, adyghabze IPA: [aːdəɣabza]), also known as West Circassian (КӀахыбзэ), is one of the two official languages of the Republic of Adygea in the Russian Federation, the other being Russian. It is spoken by various tribes of the Adyghe people: Abzekh, Adamey, Bzhedug; Hatuqwai, Temirgoy, Mamkhegh; Natekuay, Shapsug; Zhaney, Yegerikuay, each with its own dialect. The language is referred to by its speakers as Adygebze or Adəgăbză, and alternatively spelled in English as Adygean, Adygeyan or Adygei.","Adyghe language"
136,2588,1346,"id1346","Gottscheerish","gottscheerish","gottscheerish","Slovenia","SVN",,"Critically endangered","Granish",,,,45.6332,14.8123,,"originally the Gottschee (Kočevje) region in southern Slovenia, but the speakers were resettled during the Second World War, and now live scattered practically all around the world; an outlying dialect of Bavarian not listed at all by the SIL","Gottscheerish (Göttscheabarisch, German: Gottscheerisch, Slovene: kočevarščina) is a German dialect which was the main language of communication among the Gottscheers in the enclave of Gottschee, Slovenia before 1941. It is occasionally referred to as Granish or Granisch in the United States (< German Krainisch 'Carniolan'), a term also used for Slovene. Today there are only a few speakers left in Slovenia and around the world.","Gottscheerish"
137,1096,343,"id343","Cypriot Arabic","arabe chypriote","árabe chipriota","Cyprus","CYP","acy","Severely endangered","Cypriot Maronite Arabic",,1300,,35.3196,33.338,,"the Kormakiti village in the north; most displaced in the south","Cypriot Arabic, also known as Cypriot Maronite Arabic or Sanna, is a moribund variety of Arabic spoken by the Maronite community of Cyprus. Formerly speakers were mostly situated in Kormakitis, but following the Turkish invasion of Cyprus in 1974, the majority relocated to the south and spread, leading to the decline of the language. Traditionally bilingual in Cypriot Greek, as of some time prior to 2000, all remaining speakers of Cypriot Arabic were over 30 years of age.","Cypriot Maronite Arabic"
138,222,1027,"id1027","Faroese","féroïen","faroés","Faroe Islands","FRO","fao","Vulnerable",,,60000,,62.0112,-6.7785,,"the Faroe Islands","Faroese /ˌfɛəroʊˈiːz/ (føroyskt, pronounced [ˈføːɹɪst]) is a North Germanic language spoken as a first language by about 66,000 people, 45,000 of whom reside on the Faroe Islands and 21,000 in other areas, mainly Denmark. It is one of five languages descended from Old West Norse spoken in the Middle Ages, the others being Norwegian, Icelandic, and the extinct Norn and Greenlandic Norse. Faroese and Icelandic, its closest extant relative, are not mutually intelligible in speech, but the written languages resemble each other quite closely, largely owing to Faroese's etymological orthography.","Faroese language"
